id,Listening_Time_minutes
750219,32.62452
750220,45.389874
750221,31.625751
750222,42.401848
750223,33.638798
750224,70.643105
750225,3.0714371
750226,76.21448
750227,60.388603
750228,40.325283
750229,30.950945
750230,38.596024
750231,27.506067
750232,52.147156
750233,68.5882
750234,22.66783
750235,22.418415
750236,45.96188
750237,35.721844
750238,29.790144
750239,21.266607
750240,85.944565
750241,76.517654
750242,17.053518
750243,40.046715
750244,16.25746
750245,51.955235
750246,39.30206
750247,97.15604
750248,17.48981
750249,86.99468
750250,55.2704
750251,33.1191
750252,42.39108
750253,76.6809
750254,48.385525
750255,25.875492
750256,48.97753
750257,33.406746
750258,10.495437
750259,25.234749
750260,34.821484
750261,57.871048
750262,52.114857
750263,58.417717
750264,28.715525
750265,79.98813
750266,12.4513445
750267,17.25332
750268,4.3907237
750269,6.6319942
750270,38.421413
750271,58.17743
750272,3.541327
750273,33.998
750274,46.636806
750275,60.864735
750276,58.911133
750277,10.682931
750278,45.049892
750279,21.78675
750280,44.99872
750281,45.173065
750282,51.773838
750283,67.82178
750284,46.53292
750285,34.31399
750286,7.433043
750287,77.98345
750288,32.32861
750289,7.232632
750290,56.61065
750291,63.257706
750292,78.56961
750293,82.09253
750294,48.994392
750295,52.428272
750296,30.449902
750297,11.240757
750298,44.83412
750299,82.58419
750300,39.55909
750301,16.6412
750302,34.653435
750303,17.518064
750304,46.687164
750305,80.18118
750306,42.453945
750307,15.835869
750308,55.63424
750309,15.239527
750310,15.499893
750311,61.392014
750312,45.319042
750313,76.55954
750314,66.2656
750315,6.7567167
750316,83.01063
750317,43.475376
750318,23.09674
750319,25.430159
750320,44.664955
750321,32.97656
750322,49.45785
750323,74.31877
750324,74.671074
750325,56.356262
750326,35.25416
750327,47.17747
750328,22.547228
750329,65.04935
750330,75.80542
750331,30.29893
750332,20.98678
750333,15.217006
750334,25.66276
750335,55.725697
750336,33.761593
750337,82.70303
750338,37.542934
750339,72.30804
750340,33.785923
750341,14.937736
750342,31.572468
750343,17.289824
750344,27.286774
750345,47.510525
750346,70.75905
750347,92.85835
750348,59.864452
750349,21.548449
750350,79.176895
750351,24.32174
750352,70.95988
750353,50.199093
750354,67.631744
750355,40.44396
750356,96.93137
750357,42.907745
750358,68.73452
750359,42.08896
750360,73.19114
750361,48.38461
750362,16.965794
750363,68.70044
750364,32.938343
750365,87.0727
750366,28.647652
750367,66.67107
750368,73.950584
750369,57.851185
750370,76.68115
750371,19.485771
750372,42.1934
750373,20.103601
750374,56.788723
750375,49.238106
750376,17.121426
750377,66.321014
750378,51.538002
750379,10.282083
750380,18.429867
750381,13.704125
750382,71.742744
750383,39.91767
750384,84.19853
750385,48.75952
750386,42.642178
750387,10.050004
750388,22.648886
750389,24.160479
750390,36.50167
750391,19.966782
750392,72.62822
750393,8.010684
750394,61.2822
750395,57.75348
750396,42.67319
750397,15.674634
750398,76.144226
750399,33.14182
750400,17.225706
750401,74.439964
750402,83.92305
750403,19.119741
750404,20.237797
750405,18.161839
750406,20.011885
750407,30.88067
750408,67.82272
750409,18.068354
750410,55.98615
750411,35.253696
750412,26.12282
750413,35.09027
750414,50.18224
750415,47.420666
750416,71.92678
750417,71.52256
750418,37.897305
750419,34.89418
750420,47.75273
750421,46.524853
750422,6.4787016
750423,49.223225
750424,52.06881
750425,73.139366
750426,72.90651
750427,4.7143745
750428,97.39042
750429,1.3871809
750430,63.10244
750431,39.53623
750432,44.874283
750433,25.092009
750434,8.426363
750435,83.33065
750436,55.72608
750437,43.377934
750438,52.21502
750439,15.561946
750440,35.550663
750441,6.020436
750442,74.81457
750443,67.27849
750444,40.643234
750445,76.62817
750446,52.59148
750447,70.61439
750448,48.023415
750449,21.9602
750450,77.51948
750451,75.63859
750452,78.12621
750453,21.585379
750454,46.447178
750455,68.29944
750456,8.833446
750457,29.474194
750458,44.237297
750459,19.413008
750460,11.102209
750461,79.92386
750462,54.16988
750463,86.64939
750464,37.17181
750465,68.955345
750466,8.834982
750467,44.222183
750468,50.579792
750469,17.664925
750470,57.459682
750471,17.6566
750472,50.124252
750473,13.788391
750474,29.876425
750475,3.2136827
750476,21.21349
750477,-2.824587
750478,33.711662
750479,15.683809
750480,5.1977363
750481,51.8419
750482,83.69961
750483,56.00574
750484,75.34445
750485,51.171368
750486,71.1538
750487,70.21243
750488,29.66966
750489,90.47106
750490,59.338577
750491,35.68803
750492,45.233784
750493,29.814934
750494,90.60649
750495,42.29304
750496,87.97844
750497,32.53661
750498,4.2877827
750499,66.388054
750500,40.072704
750501,10.357611
750502,62.259342
750503,47.692204
750504,68.09785
750505,54.288864
750506,63.048912
750507,7.200648
750508,5.6300187
750509,42.321877
750510,63.44191
750511,37.239822
750512,2.4957402
750513,28.486015
750514,61.316345
750515,3.6947184
750516,4.8737855
750517,53.51232
750518,79.079735
750519,70.829895
750520,25.434805
750521,90.72754
750522,45.10119
750523,6.019973
750524,64.866425
750525,31.10089
750526,51.770927
750527,10.700346
750528,69.05434
750529,95.41997
750530,33.938076
750531,37.795547
750532,52.167473
750533,53.62726
750534,28.422506
750535,2.9403396
750536,8.652139
750537,46.092724
750538,45.375786
750539,72.10104
750540,29.41301
750541,35.554607
750542,89.11445
750543,70.72158
750544,26.594473
750545,64.573265
750546,62.226994
750547,54.394444
750548,40.57264
750549,62.286346
750550,41.935547
750551,79.40863
750552,52.802067
750553,24.145237
750554,40.196922
750555,56.67177
750556,31.09149
750557,72.69572
750558,27.32575
750559,59.980152
750560,5.353571
750561,57.49708
750562,93.54512
750563,55.779648
750564,4.180465
750565,46.73857
750566,29.373186
750567,87.11295
750568,47.381374
750569,90.43454
750570,20.476028
750571,27.740894
750572,10.019442
750573,65.12592
750574,96.04182
750575,73.185394
750576,69.223404
750577,35.48116
750578,57.521263
750579,57.748447
750580,18.126673
750581,48.436047
750582,43.72137
750583,8.40101
750584,51.20847
750585,64.66787
750586,81.800835
750587,43.68188
750588,49.643284
750589,54.071568
750590,34.22443
750591,28.596365
750592,52.61747
750593,67.825714
750594,24.525852
750595,59.22982
750596,74.2191
750597,73.03238
750598,28.927408
750599,89.81386
750600,42.80341
750601,47.88885
750602,32.928795
750603,73.03719
750604,18.793036
750605,22.369165
750606,52.58084
750607,75.95874
750608,25.74577
750609,48.296288
750610,39.374535
750611,65.89375
750612,50.02464
750613,48.405514
750614,10.773411
750615,76.927986
750616,31.208916
750617,78.812935
750618,57.50206
750619,71.325096
750620,7.7019315
750621,59.242035
750622,20.194857
750623,59.737564
750624,62.416634
750625,72.927315
750626,10.510768
750627,34.157173
750628,67.31506
750629,31.482931
750630,7.7918496
750631,19.955914
750632,71.24284
750633,51.951736
750634,78.36934
750635,74.76853
750636,38.600132
750637,46.437046
750638,19.691257
750639,71.77371
750640,54.786488
750641,34.45752
750642,76.38605
750643,26.087358
750644,81.06929
750645,62.770782
750646,16.963802
750647,58.63261
750648,55.03037
750649,71.27696
750650,65.09641
750651,44.965168
750652,46.30143
750653,17.196047
750654,2.8055046
750655,54.964066
750656,19.450638
750657,16.939322
750658,56.272404
750659,43.79146
750660,55.741203
750661,16.925377
750662,74.51741
750663,37.338158
750664,53.493725
750665,43.358837
750666,34.857815
750667,63.6462
750668,18.122995
750669,20.245668
750670,38.63206
750671,74.03334
750672,27.41271
750673,33.491394
750674,62.30069
750675,24.38875
750676,91.3093
750677,90.49573
750678,71.73012
750679,15.586349
750680,27.740257
750681,5.681331
750682,43.18092
750683,41.88998
750684,48.892357
750685,40.84864
750686,8.7954445
750687,53.49679
750688,82.03147
750689,12.735536
750690,6.1408014
750691,14.382197
750692,50.054653
750693,68.83235
750694,16.110422
750695,22.093313
750696,64.48998
750697,88.22135
750698,27.198051
750699,45.74696
750700,60.482403
750701,51.928905
750702,51.03366
750703,45.68704
750704,68.569595
750705,58.897106
750706,48.855537
750707,33.82119
750708,43.088295
750709,36.40526
750710,75.006096
750711,27.201574
750712,30.175026
750713,9.901361
750714,72.21924
750715,44.830906
750716,29.93234
750717,85.533844
750718,77.97502
750719,19.078287
750720,77.384514
750721,40.149246
750722,37.457188
750723,18.570614
750724,16.214403
750725,5.0478463
750726,69.32364
750727,53.73098
750728,44.58663
750729,61.370583
750730,73.18847
750731,59.359325
750732,21.419134
750733,18.006271
750734,46.545708
750735,74.89575
750736,62.785324
750737,46.741108
750738,32.196404
750739,61.824203
750740,19.184546
750741,63.450893
750742,40.37244
750743,57.266605
750744,47.90726
750745,67.01026
750746,59.195705
750747,19.99488
750748,40.649296
750749,20.276093
750750,7.1817856
750751,21.972244
750752,10.205932
750753,43.829678
750754,66.0471
750755,35.981205
750756,58.42669
750757,27.2613
750758,34.217644
750759,47.84858
750760,89.9335
750761,34.01655
750762,74.316795
750763,39.001743
750764,8.986223
750765,40.825855
750766,2.1444056
750767,38.4663
750768,31.931915
750769,15.274338
750770,87.22693
750771,48.742268
750772,42.592876
750773,62.124256
750774,8.398307
750775,69.54186
750776,29.872198
750777,66.52114
750778,72.452095
750779,6.5477147
750780,40.79453
750781,48.063644
750782,36.962765
750783,16.740036
750784,40.590076
750785,9.767595
750786,46.015266
750787,31.377565
750788,38.99721
750789,54.46632
750790,5.034585
750791,24.496939
750792,17.887646
750793,7.326986
750794,66.96263
750795,46.157307
750796,66.09896
750797,54.380737
750798,17.31904
750799,12.254964
750800,20.919037
750801,17.884087
750802,38.465794
750803,91.75987
750804,87.09285
750805,69.22465
750806,57.828568
750807,46.914303
750808,86.80721
750809,45.744595
750810,29.631727
750811,37.989834
750812,64.82134
750813,49.300114
750814,24.436544
750815,41.925617
750816,66.96405
750817,48.966045
750818,12.389993
750819,45.089687
750820,43.32809
750821,39.791103
750822,15.558041
750823,55.20224
750824,63.04431
750825,84.58045
750826,79.97368
750827,0.5102113
750828,72.70657
750829,36.293377
750830,58.058754
750831,46.216232
750832,45.108555
750833,29.711712
750834,95.46916
750835,18.119144
750836,69.23172
750837,41.873222
750838,70.10085
750839,63.414898
750840,101.675674
750841,81.48497
750842,75.6155
750843,13.685148
750844,39.22263
750845,33.78189
750846,86.88636
750847,76.02997
750848,3.041564
750849,21.913267
750850,97.019966
750851,47.415726
750852,3.1221704
750853,78.521416
750854,59.124603
750855,55.64847
750856,49.036263
750857,38.095074
750858,75.02724
750859,26.05341
750860,36.453606
750861,32.61724
750862,45.045612
750863,46.593372
750864,30.766846
750865,68.98928
750866,53.08012
750867,5.3963013
750868,59.61125
750869,49.68326
750870,47.38443
750871,28.988369
750872,80.71021
750873,43.04838
750874,72.45489
750875,15.972702
750876,42.74633
750877,55.46854
750878,43.708702
750879,34.051357
750880,17.772352
750881,9.743713
750882,14.480665
750883,71.02061
750884,51.218147
750885,22.720068
750886,47.94359
750887,14.415448
750888,79.40001
750889,22.45285
750890,44.255054
750891,47.01643
750892,92.52703
750893,17.731071
750894,55.56708
750895,50.94618
750896,32.947475
750897,64.71154
750898,40.811226
750899,71.924446
750900,4.464325
750901,0.8488737
750902,71.895874
750903,3.3543074
750904,18.248161
750905,51.00343
750906,48.260468
750907,48.063564
750908,77.012985
750909,56.060665
750910,57.397728
750911,38.39674
750912,20.899199
750913,44.847008
750914,40.145622
750915,16.90992
750916,27.563618
750917,47.86263
750918,35.481544
750919,25.263939
750920,68.82214
750921,18.399893
750922,49.561573
750923,17.8697
750924,90.011856
750925,60.53241
750926,68.94307
750927,51.32715
750928,49.459988
750929,97.994705
750930,36.72627
750931,36.63016
750932,36.91691
750933,78.10106
750934,41.387554
750935,31.719994
750936,18.93734
750937,76.61533
750938,82.82806
750939,81.73942
750940,90.64509
750941,44.592728
750942,51.505295
750943,81.37641
750944,-0.63346505
750945,33.725304
750946,49.17702
750947,52.002003
750948,67.07619
750949,23.047754
750950,4.3247337
750951,70.81327
750952,26.85893
750953,19.680964
750954,64.92606
750955,22.775738
750956,71.158875
750957,67.27408
750958,69.268295
750959,70.59984
750960,67.321205
750961,66.22763
750962,8.042696
750963,40.30548
750964,65.57512
750965,66.471725
750966,100.89736
750967,25.368341
750968,21.904789
750969,18.817795
750970,63.970947
750971,47.592594
750972,58.99522
750973,23.788918
750974,25.509155
750975,45.733944
750976,54.02923
750977,65.7967
750978,8.726563
750979,51.607212
750980,37.572365
750981,29.870743
750982,63.657974
750983,16.069252
750984,28.661146
750985,90.153366
750986,58.67891
750987,57.66709
750988,47.216167
750989,62.518425
750990,75.688705
750991,99.10728
750992,83.51518
750993,42.950535
750994,80.52559
750995,65.91321
750996,6.9865646
750997,32.941013
750998,83.13197
750999,64.14375
751000,81.3347
751001,56.558235
751002,71.40316
751003,75.84649
751004,74.71472
751005,67.95493
751006,91.51444
751007,53.61921
751008,54.059322
751009,19.329767
751010,69.49289
751011,41.879642
751012,33.864758
751013,25.869074
751014,64.60128
751015,90.02159
751016,19.187456
751017,91.37044
751018,85.75052
751019,64.05957
751020,16.846228
751021,15.970269
751022,60.231403
751023,52.233723
751024,68.31572
751025,85.457054
751026,63.26636
751027,75.42541
751028,69.507256
751029,6.3076963
751030,41.185303
751031,41.51881
751032,15.01956
751033,47.27062
751034,38.039993
751035,7.3919005
751036,71.142334
751037,42.31229
751038,9.998181
751039,76.11655
751040,30.57823
751041,8.047905
751042,88.60996
751043,75.60457
751044,22.807997
751045,59.14802
751046,37.633625
751047,17.357492
751048,55.365257
751049,58.40693
751050,36.702564
751051,15.313403
751052,35.50222
751053,26.75398
751054,54.879295
751055,37.957085
751056,55.58619
751057,83.007744
751058,39.575027
751059,81.990845
751060,47.029903
751061,39.257072
751062,59.76837
751063,16.729101
751064,14.442121
751065,51.341003
751066,16.577944
751067,37.92953
751068,12.540531
751069,45.145348
751070,95.839165
751071,36.665115
751072,74.28295
751073,61.00439
751074,46.421745
751075,48.893303
751076,60.0498
751077,11.791994
751078,37.4718
751079,7.3357806
751080,6.2480345
751081,66.783295
751082,42.706013
751083,50.66401
751084,45.571423
751085,1.7456084
751086,5.4458156
751087,2.9361286
751088,71.51651
751089,30.303637
751090,65.26106
751091,19.944494
751092,50.275948
751093,58.33654
751094,66.34964
751095,81.65191
751096,74.77
751097,68.47487
751098,41.194878
751099,18.140228
751100,27.282433
751101,38.065052
751102,21.198439
751103,70.54167
751104,15.207755
751105,31.225649
751106,0.45387253
751107,42.22302
751108,55.127956
751109,20.917667
751110,49.98605
751111,75.26798
751112,21.916458
751113,59.12834
751114,16.418324
751115,7.1297755
751116,77.35087
751117,79.73245
751118,78.55156
751119,72.08425
751120,76.92111
751121,25.82319
751122,39.72476
751123,28.737585
751124,49.479782
751125,16.092327
751126,67.53352
751127,60.58916
751128,68.04526
751129,6.4486265
751130,60.098415
751131,51.04098
751132,40.359657
751133,33.232327
751134,42.91379
751135,30.860718
751136,31.679413
751137,50.868515
751138,38.07779
751139,58.27926
751140,6.82244
751141,13.378742
751142,23.442049
751143,36.01549
751144,84.298904
751145,34.312824
751146,31.485065
751147,39.37885
751148,17.164158
751149,33.419037
751150,87.569885
751151,85.79394
751152,80.68684
751153,50.20084
751154,36.915947
751155,84.44606
751156,47.653248
751157,59.77462
751158,49.07386
751159,43.380062
751160,69.28402
751161,37.014595
751162,85.122406
751163,3.9215896
751164,45.928864
751165,47.07728
751166,66.170425
751167,17.313688
751168,9.109741
751169,93.15977
751170,83.2981
751171,75.51996
751172,43.871037
751173,62.87788
751174,7.677599
751175,6.3719034
751176,61.142754
751177,10.97815
751178,27.569332
751179,18.970875
751180,35.364853
751181,84.48564
751182,80.406105
751183,42.591454
751184,1.6978081
751185,60.539745
751186,24.998127
751187,23.37901
751188,35.863102
751189,14.735758
751190,74.88919
751191,81.36286
751192,37.47385
751193,27.762894
751194,90.87328
751195,38.12119
751196,50.89461
751197,72.00002
751198,52.008144
751199,56.480717
751200,71.66619
751201,69.85875
751202,47.310734
751203,12.477164
751204,68.24508
751205,14.999591
751206,34.853275
751207,13.672122
751208,19.842093
751209,11.33798
751210,16.362799
751211,50.457493
751212,26.58071
751213,40.06199
751214,60.157578
751215,9.760982
751216,92.69696
751217,18.075144
751218,73.4802
751219,1.4479773
751220,59.2976
751221,59.076447
751222,78.0991
751223,30.834425
751224,23.2323
751225,47.78656
751226,44.24029
751227,20.303076
751228,46.14604
751229,56.662376
751230,51.40782
751231,38.87055
751232,23.62228
751233,50.673874
751234,74.93598
751235,20.48987
751236,78.89531
751237,33.685184
751238,50.643757
751239,47.878563
751240,42.649612
751241,78.139786
751242,59.297386
751243,11.725613
751244,52.671337
751245,29.954258
751246,18.575369
751247,16.843788
751248,70.0246
751249,47.001465
751250,10.717292
751251,95.90918
751252,54.223907
751253,37.324574
751254,55.97036
751255,58.63241
751256,27.8681
751257,34.85605
751258,27.341063
751259,87.7428
751260,38.33297
751261,67.72866
751262,36.7612
751263,72.18394
751264,34.888634
751265,29.044035
751266,7.7858844
751267,47.145176
751268,26.861895
751269,9.788619
751270,45.466866
751271,80.04986
751272,42.13987
751273,17.231928
751274,35.528904
751275,82.80696
751276,33.987637
751277,90.75995
751278,66.79768
751279,52.366974
751280,62.888577
751281,44.31787
751282,6.9576774
751283,70.75701
751284,14.274775
751285,16.982742
751286,61.16599
751287,37.653645
751288,45.377422
751289,80.36541
751290,24.596775
751291,69.292984
751292,36.871647
751293,26.634195
751294,46.22787
751295,33.123047
751296,0.6803984
751297,40.70971
751298,40.62082
751299,41.3695
751300,35.857372
751301,24.745798
751302,17.356842
751303,11.223735
751304,51.51942
751305,48.562996
751306,19.204735
751307,34.160244
751308,4.199447
751309,72.10631
751310,62.15013
751311,33.889122
751312,44.65226
751313,12.315861
751314,62.350338
751315,71.16188
751316,37.860073
751317,7.0446453
751318,74.306274
751319,19.33142
751320,62.575077
751321,51.487408
751322,77.24502
751323,23.555012
751324,73.03904
751325,83.36045
751326,35.35228
751327,54.8323
751328,62.965057
751329,41.84744
751330,51.275135
751331,67.966
751332,55.837223
751333,13.139388
751334,52.07308
751335,22.004831
751336,20.627182
751337,29.920685
751338,82.32891
751339,39.822216
751340,92.21549
751341,42.773964
751342,40.404575
751343,23.538784
751344,69.014694
751345,48.434017
751346,19.755339
751347,35.19059
751348,58.091877
751349,16.010353
751350,36.851547
751351,37.39764
751352,47.031765
751353,80.80924
751354,39.85408
751355,26.790865
751356,40.140327
751357,32.888912
751358,15.056342
751359,77.46596
751360,33.812298
751361,73.93801
751362,24.716513
751363,11.60842
751364,69.42163
751365,38.937916
751366,69.51471
751367,12.312933
751368,77.86857
751369,69.51289
751370,24.111734
751371,1.5052456
751372,3.0959208
751373,21.23549
751374,9.065511
751375,23.431967
751376,27.459301
751377,72.84962
751378,84.501915
751379,13.278524
751380,78.26102
751381,24.137241
751382,72.86363
751383,71.04922
751384,21.354013
751385,59.54198
751386,36.48154
751387,11.770423
751388,48.47781
751389,67.79473
751390,26.646414
751391,41.382866
751392,71.686775
751393,38.863083
751394,47.63123
751395,50.633823
751396,30.748734
751397,43.082493
751398,31.569378
751399,96.365364
751400,42.002644
751401,81.04559
751402,49.60097
751403,84.01836
751404,82.361084
751405,49.458286
751406,69.75644
751407,52.39605
751408,45.60618
751409,18.28452
751410,20.748707
751411,17.79071
751412,17.261591
751413,35.727413
751414,31.260435
751415,25.473696
751416,34.003292
751417,85.40207
751418,42.9488
751419,23.714544
751420,23.979828
751421,40.049263
751422,9.111212
751423,32.99774
751424,60.501663
751425,31.859133
751426,23.98426
751427,10.009919
751428,51.272797
751429,42.144474
751430,13.835972
751431,74.08581
751432,58.902782
751433,13.866147
751434,41.615387
751435,47.3621
751436,32.168823
751437,50.651737
751438,40.70337
751439,79.17985
751440,53.239162
751441,50.513092
751442,50.364452
751443,65.295204
751444,6.8450203
751445,52.843925
751446,18.106375
751447,62.637882
751448,62.25449
751449,82.59064
751450,39.302807
751451,45.972767
751452,93.84148
751453,25.216394
751454,18.533546
751455,95.246925
751456,35.341736
751457,49.77151
751458,47.66339
751459,45.800297
751460,66.352455
751461,25.959137
751462,28.642244
751463,21.340872
751464,73.83405
751465,66.87852
751466,42.26369
751467,45.120113
751468,55.008347
751469,76.62269
751470,28.784952
751471,30.680061
751472,79.67022
751473,20.48159
751474,18.626196
751475,16.323315
751476,67.84358
751477,43.890076
751478,41.22285
751479,50.03473
751480,42.09014
751481,11.551407
751482,75.0759
751483,65.75529
751484,53.003384
751485,27.248941
751486,34.918503
751487,81.46132
751488,7.800331
751489,46.034077
751490,10.5435705
751491,8.010958
751492,26.28482
751493,10.34723
751494,77.716736
751495,40.871437
751496,70.33071
751497,32.884995
751498,21.581184
751499,7.6349974
751500,30.0846
751501,55.261112
751502,51.403515
751503,58.5296
751504,74.01058
751505,50.436977
751506,66.05663
751507,58.25081
751508,74.85467
751509,15.103594
751510,79.36159
751511,46.749153
751512,18.838749
751513,40.13353
751514,22.06799
751515,59.879757
751516,16.190058
751517,75.12909
751518,85.69766
751519,21.33816
751520,65.8274
751521,67.59682
751522,33.3077
751523,67.14022
751524,55.176796
751525,89.61554
751526,34.148045
751527,63.809055
751528,71.14572
751529,47.97978
751530,19.187208
751531,54.323315
751532,44.17811
751533,13.424244
751534,32.71973
751535,82.99739
751536,8.90785
751537,65.754944
751538,47.329388
751539,54.780712
751540,11.5968
751541,-3.9999788
751542,26.983204
751543,73.493164
751544,36.642418
751545,55.92614
751546,62.4327
751547,45.129314
751548,38.41322
751549,48.04088
751550,7.746522
751551,73.06656
751552,62.700954
751553,20.832775
751554,78.412254
751555,8.765153
751556,46.604206
751557,17.360048
751558,60.687496
751559,12.887741
751560,66.734215
751561,86.5607
751562,27.30283
751563,27.09563
751564,50.229004
751565,33.885086
751566,18.564657
751567,17.280766
751568,79.9577
751569,69.47823
751570,70.71815
751571,70.482574
751572,47.435215
751573,62.81176
751574,66.80557
751575,49.579445
751576,62.065254
751577,80.32362
751578,6.3254986
751579,14.148486
751580,15.332551
751581,9.654642
751582,48.13495
751583,35.69229
751584,38.480145
751585,35.480015
751586,19.983988
751587,9.823696
751588,94.58432
751589,53.365044
751590,30.067736
751591,9.755587
751592,35.77095
751593,41.26081
751594,92.15984
751595,25.66409
751596,13.618058
751597,43.875633
751598,90.96951
751599,20.746252
751600,40.276363
751601,21.234777
751602,40.828564
751603,73.59591
751604,73.144485
751605,52.98818
751606,51.818794
751607,19.000515
751608,24.419218
751609,65.75152
751610,45.59762
751611,69.90595
751612,12.020271
751613,54.69076
751614,71.33752
751615,4.910109
751616,31.992846
751617,44.35738
751618,43.95805
751619,54.25231
751620,28.474281
751621,7.6743736
751622,66.21721
751623,6.1311784
751624,104.03848
751625,17.75443
751626,9.342773
751627,81.11012
751628,50.220165
751629,28.912409
751630,49.39324
751631,50.79367
751632,46.940937
751633,41.828457
751634,51.016647
751635,36.766476
751636,90.13154
751637,68.04256
751638,17.303303
751639,81.74462
751640,9.021023
751641,9.604172
751642,34.62425
751643,74.89506
751644,49.031765
751645,64.89787
751646,5.2648535
751647,30.165714
751648,16.382545
751649,83.43807
751650,39.141907
751651,34.549786
751652,36.68781
751653,15.49328
751654,5.888335
751655,17.560658
751656,47.403206
751657,45.49627
751658,31.785906
751659,34.024467
751660,47.094864
751661,41.77104
751662,17.934063
751663,39.64018
751664,98.51203
751665,38.895794
751666,36.44308
751667,80.67011
751668,17.715897
751669,16.876724
751670,44.612656
751671,58.298367
751672,55.02913
751673,42.919086
751674,10.85899
751675,38.64508
751676,38.895397
751677,35.181965
751678,9.32925
751679,77.08087
751680,56.30443
751681,44.85708
751682,65.3333
751683,36.476337
751684,44.029514
751685,40.351967
751686,27.68109
751687,20.717155
751688,53.995407
751689,50.58264
751690,33.951477
751691,59.5945
751692,66.49172
751693,11.864245
751694,40.179935
751695,46.47709
751696,25.728119
751697,53.186623
751698,43.137417
751699,21.20422
751700,18.560425
751701,88.70481
751702,77.03721
751703,25.617981
751704,92.04119
751705,64.40977
751706,62.491913
751707,84.14634
751708,68.79326
751709,57.892082
751710,67.76025
751711,38.59878
751712,26.22244
751713,70.55601
751714,80.73199
751715,49.777878
751716,75.9557
751717,30.016369
751718,53.731186
751719,51.304634
751720,76.09778
751721,13.518796
751722,50.935997
751723,14.799949
751724,29.906515
751725,3.917673
751726,29.234259
751727,0.03522152
751728,15.316521
751729,19.604849
751730,34.28087
751731,57.28935
751732,75.38166
751733,84.92687
751734,56.436363
751735,48.16861
751736,76.65027
751737,14.910381
